cycliste_azertipqm4,2,61,femme,9.33631680647,10.7091111697,59
cycliste_azertiqfhb,2,47,femme,9.33631680647,15.2091111697,45
cycliste_azertusgw8,0,58,homme,6.33631680647,11.6121482263,19
cycliste_azertifc29,0,33,femme,7.70127103492,19.3125572934,37
cycliste_azertyol67,0,18,femme,7.70127103492,19.3125572934,49
cycliste_azertiqn20,2,33,femme,7.70127103492,21.3125572934,71
cycliste_azerton140,-0.5,70,homme,6.33631680647,11.1121482263,16
cycliste_azertuoh68,4,58,femme,9.92959585373,19.0548826548,60
cycliste_azertiqkv2,4,40,femme,9.92959585373,23.5548826548,34
cycliste_azertiqhv1,4,63,homme,6.92959585373,24.0731768731,1
cycliste_azertudg20,6,48,homme,4.70127103492,27.7500763911,27
cycliste_azertopqkn,2,68,homme,7.80553707939,9.9104622693,30
cycliste_azertpdkwn,4,44,homme,7.80553707939,17.9104622693,100
cycliste_azertopv50,2,30,femme,10.8055370794,15.432846702,33
cycliste_azerticv19,6,38,homme,8.34830077545,27.6340376541,66
cycliste_azertyfhb1,4,21,femme,9.92959585373,26.5548826548,96
cycliste_azertypw89,2,67,femme,11.3483007755,13.7255282406,46
cycliste_azerti1358,6,76,femme,11.3483007755,17.7255282406,74
cycliste_azertpshx5,6,35,femme,10.8532420216,24.6278128864,96
cycliste_azertupjl1,6,63,femme,10.8055370794,11.932846702,66
cycliste_azertyum37,2,68,femme,10.8532420216,16.1278128864,69
cycliste_azertipx12,4,77,homme,7.85324202161,22.8370838485,16
cycliste_azertupb35,-0.5,55,homme,7.745233009,16.4696059693,78
cycliste_azertoql25,-0.5,73,femme,11.3483007755,11.2255282406,38
cycliste_azertuqfk5,-0.5,54,femme,9.19527033545,7.52838812302,21
cycliste_azertolw38,-0.5,75,homme,7.745233009,16.4696059693,87
cycliste_azertyc136,4,21,femme,10.745233009,24.2272044769,62
cycliste_azertupdfv,0,52,homme,7.85324202161,18.8370838485,82
cycliste_azertowb27,4,42,homme,6.19527033545,20.7045174974,33
cycliste_azertopqb2,2,44,femme,13.8227593266,16.9363114464,20
cycliste_azertusm13,6,48,femme,9.19527033545,18.528388123,66
cycliste_azertuhmn2,0,24,femme,10.745233009,20.2272044769,22
cycliste_azertox350,4,27,femme,13.8227593266,21.9363114464,92
cycliste_azertofvbn,4,25,homme,8.5185283597,31.7762075667,99
cycliste_azertiphv1,2,49,femme,13.8227593266,16.9363114464,63
cycliste_azertujkb2,0,80,femme,9.19527033545,8.02838812302,32
cycliste_azertyhjb8,2,18,femme,10.0739400955,17.9398444853,73
cycliste_azertosgk1,2,33,femme,11.5185283597,22.832155675,59
cycliste_azertomxc9,2,45,femme,11.5185283597,19.832155675,58
cycliste_azertyxb30,2,39,femme,13.8227593266,16.9363114464,95
cycliste_azertuikv9,2,59,femme,10.0739400955,10.4398444853,0
cycliste_azertohn58,6,78,femme,9.52044996214,17.7061135345,21
cycliste_azertiodv7,6,79,homme,7.0739400955,17.2531259804,77
cycliste_azertpgjx3,-0.5,48,femme,11.5185283597,17.332155675,52
cycliste_azertuidc9,2,27,femme,9.85873681301,17.127298843,3
cycliste_azertopgl2,0,52,homme,6.52044996214,15.6081513793,76
cycliste_azertylc49,0,47,homme,6.52044996214,21.6081513793,90
cycliste_azertumv70,0,53,femme,10.0739400955,8.43984448531,83
cycliste_azertoh160,4,80,femme,7.28113835059,14.5715661489,62
cycliste_azertosxc7,2,18,homme,6.85873681301,22.1697317906,30
cycliste_azertuosgm,6,22,homme,6.85873681301,26.1697317906,46
cycliste_azertuj128,6,41,homme,6.52044996214,27.6081513793,31
cycliste_azertufv15,4,60,femme,7.87422449137,18.7680112765,2
cycliste_azertpqskn,4,71,homme,4.28113835059,18.0954215319,56
cycliste_azertulv35,4,19,femme,7.28113835059,22.0715661489,83
cycliste_azertpdk46,0,61,homme,6.85873681301,10.1697317906,32
cycliste_azertijc17,6,15,femme,11.9673862489,23.2553701367,39
cycliste_azertiofh0,0,51,homme,4.87422449137,19.6906817019,98
cycliste_azertyfj46,2,18,femme,7.87422449137,24.2680112765,42
cycliste_azertyohkl,0,69,homme,4.28113835059,14.0954215319,82
cycliste_azertiqk24,2,28,homme,9.67824635871,21.8170854323,88
cycliste_azertuhkb3,4,68,femme,11.9673862489,13.7553701367,39
cycliste_azertym469,4,57,femme,11.9673862489,13.7553701367,28
cycliste_azertifwb7,4,45,homme,4.87422449137,29.6906817019,14
cycliste_azertypfmn,6,51,femme,9.57047253781,16.3661573016,96
cycliste_azertushb7,4,35,homme,9.67824635871,19.8170854323,36
cycliste_azertuik38,-0.5,15,homme,8.96738624887,22.5071601823,81
cycliste_azertyvn58,2,67,femme,12.6782463587,9.36281407425,11
cycliste_azertpgc17,0,75,femme,8.30808213495,12.9637186515,61
cycliste_azertphc34,2,43,femme,9.57047253781,16.8661573016,98
